genome	protein_id	ko	evalue	score	threshold	score_minus_threshold
GCF_049354995.1	WP_015387730.1	K02015	2.1e-103	344.7	343.37	1.329999999999984
GCF_049354995.1	WP_015387729.1	K02016	1.3999999999999998e-68	229.8	157.77	72.03
GCF_049354995.1	WP_003153040.1	K02036	2e-137	456.0	268.53	187.47000000000003
GCF_049354995.1	WP_003153034.1	K02037	8.8e-98	326.6	260.07	66.53000000000003
GCF_049354995.1	WP_003153036.1	K02038	9.599999999999999e-91	303.0	255.13	47.870000000000005
GCF_049354995.1	WP_003153032.1	K02040	2.7e-76	255.3	55.67	199.63
GCF_049354995.1	WP_015387631.1	K02406	7.9e-139	461.8	135.0	326.8
GCF_049354995.1	WP_003152386.1	K02556	5.500000000000001e-97	323.1	97.97	225.13
GCF_049354995.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_049354995.1	WP_015388231.1	K03407	1.2e-225	749.2	509.2	240.00000000000009
GCF_049354995.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_049354995.1	WP_058906180.1	K06390	6.000000000000001e-131	434.6	217.4	217.2
GCF_049354995.1	WP_025853223.1	K07636	5.7000000000000004e-126	419.2	327.73	91.46999999999996
GCF_049354995.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_049354995.1	WP_060387230.1	K19549	4.2e-252	833.7	689.47	144.23000000000002
GCF_049354995.1	WP_024085927.1	K19550	1.2e-140	464.7	388.33	76.37
GCF_049354995.1	WP_003151007.1	K19552	4.3e-257	850.2	730.4	119.80000000000008
GCF_049354995.1	WP_003151820.1	K23188	3.6e-143	476.0	460.43	15.569999999999991
GCF_050908195.1	WP_029946299.1	K00004	2.5e-141	469.1	376.97	92.13
GCF_050908195.1	WP_128737487.1	K00372	2.7999999999999997e-280	930.3	909.57	20.729999999999905
GCF_050908195.1	WP_077671245.1	K01077	1.6999999999999998e-113	378.5	67.97	310.53
GCF_050908195.1	WP_014475691.1	K01113	1.6e-165	550.5	94.03	456.47
GCF_050908195.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_050908195.1	WP_076457786.1	K02013	3.4999999999999997e-115	383.3	226.0	157.3
GCF_050908195.1	WP_019712959.1	K02015	1.4999999999999999e-105	352.0	343.37	8.629999999999995
GCF_050908195.1	WP_095252552.1	K02016	1.6e-67	226.5	157.77	68.72999999999999
GCF_050908195.1	WP_014480273.1	K02036	3.8999999999999996e-142	471.7	268.53	203.17
GCF_050908195.1	WP_014477352.1	K02037	1.6e-100	335.8	260.07	75.73000000000002
GCF_050908195.1	WP_003230103.1	K02038	1.9e-94	315.3	255.13	60.170000000000016
GCF_050908195.1	WP_014480275.1	K02040	1.1e-77	260.0	55.67	204.33
GCF_050908195.1	WP_015714795.1	K02406	3.1e-128	427.0	135.0	292.0
GCF_050908195.1	WP_015714528.1	K02556	1.5e-94	315.2	97.97	217.23
GCF_050908195.1	WP_003232473.1	K02557	4.3e-72	241.5	144.87	96.63
GCF_050908195.1	WP_286317555.1	K03407	3.4e-225	747.8	509.2	238.6
GCF_050908195.1	WP_014476812.1	K03413	5.5e-48	162.1	135.0	27.099999999999994
GCF_050908195.1	WP_015714242.1	K06390	6.6e-132	437.9	217.4	220.5
GCF_050908195.1	WP_004398493.1	K07636	3.7000000000000004e-125	416.6	327.73	88.87
GCF_050908195.1	WP_003219701.1	K07692	7.4e-113	373.9	267.17	106.72999999999996
GCF_050908195.1	WP_015714909.1	K19549	8.3e-253	836.1	689.47	146.63
GCF_050908195.1	WP_286317376.1	K19550	7.6e-143	472.1	388.33	83.77000000000004
GCF_050908195.1	WP_019712823.1	K19552	1.7999999999999998e-256	848.3	730.4	117.89999999999998
GCF_050908195.1	WP_010886609.1	K23188	8.4e-142	471.7	460.43	11.269999999999982
GCF_050908245.1	WP_029946299.1	K00004	2.5e-141	469.1	376.97	92.13
GCF_050908245.1	WP_128737487.1	K00372	2.7999999999999997e-280	930.3	909.57	20.729999999999905
GCF_050908245.1	WP_077671245.1	K01077	1.6999999999999998e-113	378.5	67.97	310.53
GCF_050908245.1	WP_014475691.1	K01113	1.6e-165	550.5	94.03	456.47
GCF_050908245.1	WP_003231737.1	K01915	1.8999999999999998e-107	358.6	37.7	320.90000000000003
GCF_050908245.1	WP_076457786.1	K02013	3.4999999999999997e-115	383.3	226.0	157.3
GCF_050908245.1	WP_019712959.1	K02015	1.4999999999999999e-105	352.0	343.37	8.629999999999995
GCF_050908245.1	WP_095252552.1	K02016	1.6e-67	226.5	157.77	68.72999999999999
GCF_050908245.1	WP_014480273.1	K02036	3.8999999999999996e-142	471.7	268.53	203.17
GCF_050908245.1	WP_014477352.1	K02037	1.6e-100	335.8	260.07	75.73000000000002
GCF_050908245.1	WP_003230103.1	K02038	1.9e-94	315.3	255.13	60.170000000000016
GCF_050908245.1	WP_014480275.1	K02040	1.1e-77	260.0	55.67	204.33
GCF_050908245.1	WP_015714795.1	K02406	3.1e-128	427.0	135.0	292.0
GCF_050908245.1	WP_015714528.1	K02556	1.5e-94	315.2	97.97	217.23
GCF_050908245.1	WP_003232473.1	K02557	4.3e-72	241.5	144.87	96.63
GCF_050908245.1	WP_286317555.1	K03407	3.4e-225	747.8	509.2	238.6
GCF_050908245.1	WP_014476812.1	K03413	5.5e-48	162.1	135.0	27.099999999999994
GCF_050908245.1	WP_015714242.1	K06390	6.6e-132	437.9	217.4	220.5
GCF_050908245.1	WP_004398493.1	K07636	3.7000000000000004e-125	416.6	327.73	88.87
GCF_050908245.1	WP_003219701.1	K07692	7.5e-113	373.9	267.17	106.72999999999996
GCF_050908245.1	WP_015714909.1	K19549	8.3e-253	836.1	689.47	146.63
GCF_050908245.1	WP_286317376.1	K19550	7.6e-143	472.1	388.33	83.77000000000004
GCF_050908245.1	WP_019712823.1	K19552	1.7999999999999998e-256	848.3	730.4	117.89999999999998
GCF_050908245.1	WP_010886609.1	K23188	8.4e-142	471.7	460.43	11.269999999999982
GCF_051131645.1	WP_003155800.1	K00004	2e-140	466.0	376.97	89.02999999999997
GCF_051131645.1	WP_077721994.1	K01077	3.3000000000000003e-111	370.8	67.97	302.83000000000004
GCF_051131645.1	WP_077721748.1	K01113	3.8e-168	559.1	94.03	465.0700000000001
GCF_051131645.1	WP_003154048.1	K01915	1.3000000000000001e-108	362.3	37.7	324.6
GCF_051131645.1	WP_176283288.1	K02013	6.7e-111	369.0	226.0	143.0
GCF_051131645.1	WP_017418939.1	K02015	1.2e-103	345.6	343.37	2.230000000000018
GCF_051131645.1	WP_017418938.1	K02016	1.1e-68	230.2	157.77	72.42999999999998
GCF_051131645.1	WP_070082116.1	K02036	3.9e-137	455.1	268.53	186.57000000000005
GCF_051131645.1	WP_007612605.1	K02037	9.999999999999999e-98	326.5	260.07	66.43
GCF_051131645.1	WP_017418153.1	K02038	3.2e-91	304.6	255.13	49.47000000000003
GCF_051131645.1	WP_012117998.1	K02040	1.7e-76	256.0	55.67	200.33
GCF_051131645.1	WP_015387631.1	K02406	8.1e-139	461.8	135.0	326.8
GCF_051131645.1	WP_003152386.1	K02556	5.6e-97	323.1	97.97	225.13
GCF_051131645.1	WP_014417581.1	K02557	1.8e-72	242.7	144.87	97.82999999999998
GCF_051131645.1	WP_017417784.1	K03407	1.1e-225	749.3	509.2	240.1
GCF_051131645.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_051131645.1	WP_077722588.1	K06390	1.8e-131	436.4	217.4	219.0
GCF_051131645.1	WP_176283463.1	K07636	5.2e-126	419.4	327.73	91.66999999999996
GCF_051131645.1	WP_003219701.1	K07692	6.799999999999999e-113	373.9	267.17	106.72999999999996
GCF_051131645.1	WP_316275877.1	K19549	7.300000000000001e-252	832.9	689.47	143.42999999999995
GCF_051131645.1	WP_017418688.1	K19550	4.5e-141	466.1	388.33	77.77000000000004
GCF_051131645.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_051131645.1	WP_003151820.1	K23188	3.6e-143	476.0	460.43	15.569999999999991
GCF_052373815.1	WP_069149081.1	K00004	3.1999999999999996e-141	468.8	376.97	91.82999999999998
GCF_052373815.1	WP_136654880.1	K00372	4.2e-279	926.5	909.57	16.92999999999995
GCF_052373815.1	WP_083252930.1	K01077	1.3e-113	378.9	67.97	310.92999999999995
GCF_052373815.1	WP_136654899.1	K01113	3.1e-166	553.0	94.03	458.97
GCF_052373815.1	WP_014664076.1	K01915	3.0999999999999996e-107	357.9	37.7	320.2
GCF_052373815.1	WP_148342994.1	K02013	2.7999999999999998e-114	380.3	226.0	154.3
GCF_052373815.1	WP_136653738.1	K02015	6.199999999999999e-107	356.6	343.37	13.230000000000018
GCF_052373815.1	WP_136653739.1	K02016	1.2999999999999998e-69	233.4	157.77	75.63
GCF_052373815.1	WP_040082619.1	K02036	2.1e-142	472.6	268.53	204.07000000000005
GCF_052373815.1	WP_014664619.1	K02037	1.3e-99	332.9	260.07	72.82999999999998
GCF_052373815.1	WP_014664618.1	K02038	2.3e-94	315.1	255.13	59.97000000000003
GCF_052373815.1	WP_014664620.1	K02040	3.3e-77	258.6	55.67	202.93
GCF_052373815.1	WP_069150414.1	K02406	2.2e-128	427.6	135.0	292.6
GCF_052373815.1	WP_040082125.1	K02556	4e-94	313.9	97.97	215.93
GCF_052373815.1	WP_014663750.1	K02557	8.5e-72	240.7	144.87	95.82999999999998
GCF_052373815.1	WP_444500887.1	K03407	1.4000000000000001e-224	745.8	509.2	236.6
GCF_052373815.1	WP_014476812.1	K03413	5.8e-48	162.1	135.0	27.099999999999994
GCF_052373815.1	WP_040082660.1	K06390	1.7e-132	439.9	217.4	222.5
GCF_052373815.1	WP_136654335.1	K07636	3.7000000000000004e-125	416.7	327.73	88.96999999999997
GCF_052373815.1	WP_003219701.1	K07692	7.8e-113	373.9	267.17	106.72999999999996
GCF_052373815.1	WP_014665796.1	K19549	2.8e-253	837.7	689.47	148.23000000000002
GCF_052373815.1	WP_136653894.1	K19550	7.3e-144	475.5	388.33	87.17000000000002
GCF_052373815.1	WP_040081505.1	K19552	1e-255	845.8	730.4	115.39999999999998
GCF_052373815.1	WP_079288351.1	K23188	1.2999999999999999e-141	471.2	460.43	10.769999999999982
GCF_052783145.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_052783145.1	WP_032872794.1	K00372	9.999999999999999e-277	918.4	909.57	8.829999999999927
GCF_052783145.1	WP_032874278.1	K01077	1.3000000000000001e-111	372.1	67.97	304.13
GCF_052783145.1	WP_032872722.1	K01113	1.6e-167	557.0	94.03	462.97
GCF_052783145.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_052783145.1	WP_032874672.1	K02013	4.4000000000000005e-110	366.3	226.0	140.3
GCF_052783145.1	WP_032876563.1	K02015	7.9e-104	346.1	343.37	2.730000000000018
GCF_052783145.1	WP_032876560.1	K02016	3.3e-68	228.6	157.77	70.82999999999998
GCF_052783145.1	WP_032873997.1	K02036	1.5999999999999999e-137	456.3	268.53	187.77000000000004
GCF_052783145.1	WP_007612605.1	K02037	9.8e-98	326.5	260.07	66.43
GCF_052783145.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_052783145.1	WP_007408304.1	K02040	1.1e-76	256.7	55.67	201.03
GCF_052783145.1	WP_032876173.1	K02406	1.7999999999999998e-138	460.6	135.0	325.6
GCF_052783145.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_052783145.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_052783145.1	WP_032874918.1	K03407	9.6e-226	749.5	509.2	240.3
GCF_052783145.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_052783145.1	WP_032874043.1	K06390	1.7000000000000002e-130	433.2	217.4	215.8
GCF_052783145.1	WP_032873702.1	K07636	6.5e-126	419.0	327.73	91.26999999999998
GCF_052783145.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_052783145.1	WP_032875852.1	K19549	4.1e-252	833.7	689.47	144.23000000000002
GCF_052783145.1	WP_007407669.1	K19550	2.1e-141	467.2	388.33	78.87
GCF_052783145.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_052783145.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_052976745.1	WP_017358082.1	K00004	1.8e-140	466.1	376.97	89.13
GCF_052976745.1	WP_268465435.1	K01077	2e-105	351.7	67.97	283.73
GCF_052976745.1	WP_007499421.1	K01915	2.2e-108	361.5	37.7	323.8
GCF_052976745.1	WP_151284973.1	K02013	2.6000000000000002e-117	390.1	226.0	164.10000000000002
GCF_052976745.1	WP_064498054.1	K02015	5.6e-107	356.5	343.37	13.129999999999995
GCF_052976745.1	WP_144491506.1	K02016	3.1e-68	228.6	157.77	70.82999999999998
GCF_052976745.1	WP_039179987.1	K02036	6.4e-139	460.9	268.53	192.37
GCF_052976745.1	WP_041086203.1	K02037	2e-96	322.1	260.07	62.03000000000003
GCF_052976745.1	WP_041086201.1	K02038	1.5e-95	318.8	255.13	63.670000000000016
GCF_052976745.1	WP_041086205.1	K02040	1.0000000000000001e-75	253.4	55.67	197.73
GCF_052976745.1	WP_058838866.1	K02406	5.3e-134	445.9	135.0	310.9
GCF_052976745.1	WP_024424680.1	K02556	1e-92	309.1	97.97	211.13
GCF_052976745.1	WP_039178076.1	K02557	1.7999999999999998e-69	232.8	144.87	87.93
GCF_052976745.1	WP_039178565.1	K03407	9.700000000000001e-225	746.1	509.2	236.90000000000003
GCF_052976745.1	WP_007499584.1	K03413	1.6999999999999998e-47	160.3	135.0	25.30000000000001
GCF_052976745.1	WP_024428002.1	K06390	2.8e-131	435.7	217.4	218.3
GCF_052976745.1	WP_058838291.1	K07636	8.3e-124	412.0	327.73	84.26999999999998
GCF_052976745.1	WP_008348273.1	K07692	4.8999999999999997e-113	374.3	267.17	107.13
GCF_052976745.1	WP_268464396.1	K19549	3.8e-228	754.8	689.47	65.32999999999993
GCF_052976745.1	WP_326848357.1	K19550	3.8e-133	440.1	388.33	51.77000000000004
GCF_052976745.1	WP_008347057.1	K23188	3.3e-140	466.2	460.43	5.769999999999982
GCF_054187945.1	WP_012116982.1	K00004	1.6e-140	466.3	376.97	89.32999999999998
GCF_054187945.1	WP_011996307.1	K00372	4.1000000000000004e-277	919.7	909.57	10.129999999999995
GCF_054187945.1	WP_012117173.1	K01077	7e-111	369.7	67.97	301.73
GCF_054187945.1	WP_011996268.1	K01113	7.6e-168	558.1	94.03	464.0700000000001
GCF_054187945.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_054187945.1	WP_012117397.1	K02013	3.6e-111	369.9	226.0	143.89999999999998
GCF_054187945.1	WP_012118414.1	K02015	9e-104	345.9	343.37	2.5299999999999727
GCF_054187945.1	WP_012118415.1	K02016	1.7999999999999998e-68	229.4	157.77	71.63
GCF_054187945.1	WP_003153040.1	K02036	2e-137	456.0	268.53	187.47000000000003
GCF_054187945.1	WP_012117997.1	K02037	8.6e-98	326.6	260.07	66.53000000000003
GCF_054187945.1	WP_012117996.1	K02038	1.9e-91	305.3	255.13	50.170000000000016
GCF_054187945.1	WP_012117998.1	K02040	1.6e-76	256.0	55.67	200.33
GCF_054187945.1	WP_007614094.1	K02406	5.2999999999999997e-138	459.1	135.0	324.1
GCF_054187945.1	WP_012118208.1	K02556	1.2999999999999999e-96	321.8	97.97	223.83
GCF_054187945.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_054187945.1	WP_023356898.1	K03407	3.5000000000000003e-225	747.6	509.2	238.40000000000003
GCF_054187945.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_054187945.1	WP_012117969.1	K06390	8.9e-131	434.1	217.4	216.7
GCF_054187945.1	WP_012118165.1	K07636	6.1e-126	419.1	327.73	91.37
GCF_054187945.1	WP_003219701.1	K07692	6.7e-113	373.9	267.17	106.72999999999996
GCF_054187945.1	WP_012118704.1	K19549	8.300000000000001e-252	832.7	689.47	143.23000000000002
GCF_054187945.1	WP_007407669.1	K19550	2.1e-141	467.2	388.33	78.87
GCF_054187945.1	WP_012118705.1	K19552	4.4e-257	850.2	730.4	119.80000000000008
GCF_054187945.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_054889405.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_054889405.1	WP_098080955.1	K00372	9.2e-277	918.6	909.57	9.029999999999973
GCF_054889405.1	WP_098081227.1	K01077	2e-111	371.5	67.97	303.53
GCF_054889405.1	WP_098080925.1	K01113	1.5000000000000001e-167	557.1	94.03	463.0700000000001
GCF_054889405.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_054889405.1	WP_098081355.1	K02013	2.6000000000000002e-110	367.1	226.0	141.10000000000002
GCF_054889405.1	WP_098081738.1	K02015	1.6e-103	345.1	343.37	1.7300000000000182
GCF_054889405.1	WP_012118415.1	K02016	1.7999999999999998e-68	229.4	157.77	71.63
GCF_054889405.1	WP_060562625.1	K02036	7.3e-138	457.5	268.53	188.97000000000003
GCF_054889405.1	WP_012117997.1	K02037	8.7e-98	326.6	260.07	66.53000000000003
GCF_054889405.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_054889405.1	WP_098081587.1	K02040	1.9e-76	255.9	55.67	200.23
GCF_054889405.1	WP_015387631.1	K02406	8e-139	461.8	135.0	326.8
GCF_054889405.1	WP_061581295.1	K02556	2.1e-96	321.2	97.97	223.23
GCF_054889405.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_054889405.1	WP_098081405.1	K03407	3.2000000000000003e-225	747.7	509.2	238.50000000000009
GCF_054889405.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_054889405.1	WP_080130391.1	K06390	8.1e-131	434.2	217.4	216.8
GCF_054889405.1	WP_461842029.1	K07636	1.1000000000000002e-124	415.0	327.73	87.26999999999998
GCF_054889405.1	WP_003219701.1	K07692	6.799999999999999e-113	373.9	267.17	106.72999999999996
GCF_054889405.1	WP_021494772.1	K19549	4.5e-252	833.6	689.47	144.13
GCF_054889405.1	WP_098081864.1	K19550	9.1e-140	461.8	388.33	73.47000000000003
GCF_054889405.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_054889405.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_054966515.1	WP_007408876.1	K00004	2.2e-140	465.9	376.97	88.92999999999995
GCF_054966515.1	WP_032872794.1	K00372	9.999999999999999e-277	918.4	909.57	8.829999999999927
GCF_054966515.1	WP_032874278.1	K01077	1.3000000000000001e-111	372.1	67.97	304.13
GCF_054966515.1	WP_032872722.1	K01113	1.7000000000000002e-167	557.0	94.03	462.97
GCF_054966515.1	WP_007410365.1	K01915	1.3000000000000001e-108	362.2	37.7	324.5
GCF_054966515.1	WP_032874672.1	K02013	4.5e-110	366.3	226.0	140.3
GCF_054966515.1	WP_032876563.1	K02015	7.9e-104	346.1	343.37	2.730000000000018
GCF_054966515.1	WP_032876560.1	K02016	3.3e-68	228.6	157.77	70.82999999999998
GCF_054966515.1	WP_032873997.1	K02036	1.5999999999999999e-137	456.3	268.53	187.77000000000004
GCF_054966515.1	WP_007612605.1	K02037	9.8e-98	326.5	260.07	66.43
GCF_054966515.1	WP_007408306.1	K02038	1.6999999999999999e-91	305.5	255.13	50.370000000000005
GCF_054966515.1	WP_007408304.1	K02040	1.1e-76	256.7	55.67	201.03
GCF_054966515.1	WP_032876173.1	K02406	1.7999999999999998e-138	460.6	135.0	325.6
GCF_054966515.1	WP_007408775.1	K02556	1.2999999999999999e-96	321.9	97.97	223.93
GCF_054966515.1	WP_003154685.1	K02557	1.8e-72	242.6	144.87	97.73
GCF_054966515.1	WP_032874918.1	K03407	9.6e-226	749.5	509.2	240.3
GCF_054966515.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_054966515.1	WP_032874043.1	K06390	1.7000000000000002e-130	433.2	217.4	215.8
GCF_054966515.1	WP_032873702.1	K07636	6.5e-126	419.0	327.73	91.26999999999998
GCF_054966515.1	WP_003219701.1	K07692	6.799999999999999e-113	373.9	267.17	106.72999999999996
GCF_054966515.1	WP_032875852.1	K19549	4.1e-252	833.7	689.47	144.23000000000002
GCF_054966515.1	WP_007407669.1	K19550	2.1e-141	467.2	388.33	78.87
GCF_054966515.1	WP_007407671.1	K19552	1.5e-257	851.7	730.4	121.30000000000008
GCF_054966515.1	WP_012118397.1	K23188	2.7e-143	476.4	460.43	15.96999999999997
GCF_055475255.1	WP_007408876.1	K00004	2.1e-140	465.9	376.97	88.92999999999995
GCF_055475255.1	WP_099745082.1	K01077	2.2000000000000003e-111	371.4	67.97	303.42999999999995
GCF_055475255.1	WP_366971573.1	K01113	4e-168	559.0	94.03	464.97
GCF_055475255.1	WP_099744029.1	K01915	3.1999999999999997e-109	364.2	37.7	326.5
GCF_055475255.1	WP_464862862.1	K02013	4.4000000000000005e-110	366.3	226.0	140.3
GCF_055475255.1	WP_045925979.1	K02015	1e-103	345.7	343.37	2.329999999999984
GCF_055475255.1	WP_464862348.1	K02016	2.3e-67	225.8	157.77	68.03
GCF_055475255.1	WP_464862199.1	K02036	3e-138	458.7	268.53	190.17
GCF_055475255.1	WP_013352890.1	K02037	4.7e-98	327.5	260.07	67.43
GCF_055475255.1	WP_016938946.1	K02038	3.2e-91	304.5	255.13	49.370000000000005
GCF_055475255.1	WP_016938944.1	K02040	4.1e-77	258.0	55.67	202.33
GCF_055475255.1	WP_007614094.1	K02406	5.2e-138	459.1	135.0	324.1
GCF_055475255.1	WP_016938548.1	K02556	8.200000000000001e-98	325.8	97.97	227.83
GCF_055475255.1	WP_095240808.1	K02557	2.9e-72	241.9	144.87	97.03
GCF_055475255.1	WP_064778912.1	K03407	5.5e-225	746.9	509.2	237.7
GCF_055475255.1	WP_003154238.1	K03413	1.2e-47	160.8	135.0	25.80000000000001
GCF_055475255.1	WP_464862190.1	K06390	6.9e-130	431.1	217.4	213.7
GCF_055475255.1	WP_464862265.1	K07636	2.1000000000000002e-126	420.6	327.73	92.87
GCF_055475255.1	WP_003219701.1	K07692	6.6e-113	373.9	267.17	106.72999999999996
GCF_055475255.1	WP_464862458.1	K19550	1.5e-135	448.0	388.33	59.670000000000016
GCF_055475255.1	WP_016937987.1	K23188	8.499999999999999e-143	474.8	460.43	14.370000000000005
GCF_056493705.1	WP_044152816.1	K00004	6.5e-141	467.8	376.97	90.82999999999998
GCF_056493705.1	WP_479365569.1	K00372	1.8000000000000002e-277	921.1	909.57	11.529999999999973
GCF_056493705.1	WP_479365817.1	K01077	1.9999999999999999e-115	384.9	67.97	316.92999999999995
GCF_056493705.1	WP_059292031.1	K01113	1e-164	547.9	94.03	453.87
GCF_056493705.1	WP_024121509.1	K01915	5.9e-107	357.0	37.7	319.3
GCF_056493705.1	WP_024122821.1	K02013	1.7e-98	328.3	226.0	102.3
GCF_056493705.1	WP_059353533.1	K02015	1.8e-106	355.0	343.37	11.629999999999995
GCF_056493705.1	WP_217827973.1	K02016	1.1e-67	227.1	157.77	69.32999999999998
GCF_056493705.1	WP_479364001.1	K02036	4.6e-141	468.2	268.53	199.67
GCF_056493705.1	WP_479364003.1	K02037	1.9e-100	335.6	260.07	75.53000000000003
GCF_056493705.1	WP_024122066.1	K02038	9.7e-94	313.0	255.13	57.870000000000005
GCF_056493705.1	WP_326051038.1	K02040	6.4e-77	257.6	55.67	201.93
GCF_056493705.1	WP_193659775.1	K02406	1.1000000000000001e-125	418.6	135.0	283.6
GCF_056493705.1	WP_479364307.1	K02556	1.7e-95	318.3	97.97	220.33
GCF_056493705.1	WP_059292887.1	K02557	1.3000000000000001e-71	240.0	144.87	95.13
GCF_056493705.1	WP_059352913.1	K03407	4.699999999999999e-226	750.7	509.2	241.50000000000009
GCF_056493705.1	WP_010334256.1	K03413	1.6e-47	160.6	135.0	25.599999999999994
GCF_056493705.1	WP_044154635.1	K06390	4e-134	445.2	217.4	227.8
GCF_056493705.1	WP_458104208.1	K07636	1.7000000000000001e-125	417.8	327.73	90.07
GCF_056493705.1	WP_003219701.1	K07692	7.6e-113	373.9	267.17	106.72999999999996
GCF_056493705.1	WP_106294943.1	K19549	1.3999999999999998e-250	828.9	689.47	139.42999999999995
GCF_056493705.1	WP_059335170.1	K19550	4.6999999999999995e-143	472.8	388.33	84.47000000000003
GCF_056493705.1	WP_024123244.1	K19552	2.4e-255	844.6	730.4	114.20000000000005
GCF_056493705.1	WP_081638363.1	K23188	8.6e-142	471.7	460.43	11.269999999999982
GCF_056504695.1	WP_142782138.1	K00372	9.4e-278	922.1	909.57	12.529999999999973
GCF_056504695.1	WP_003183293.1	K01077	8.699999999999999e-102	339.9	67.97	271.92999999999995
GCF_056504695.1	WP_003178586.1	K01113	2.1000000000000002e-168	560.2	94.03	466.1700000000001
GCF_056504695.1	WP_003182145.1	K01915	1.5e-108	362.3	37.7	324.6
GCF_056504695.1	WP_142782869.1	K02013	8.7e-96	319.5	226.0	93.5
GCF_056504695.1	WP_003185150.1	K02016	9.5e-72	240.5	157.77	82.72999999999999
GCF_056504695.1	WP_003183523.1	K02036	1.7e-140	466.4	268.53	197.87
GCF_056504695.1	WP_003183532.1	K02037	1.3e-98	329.6	260.07	69.53000000000003
GCF_056504695.1	WP_142782743.1	K02038	7.1e-95	316.8	255.13	61.670000000000016
GCF_056504695.1	WP_003183534.1	K02040	3.4e-77	258.5	55.67	202.83
GCF_056504695.1	WP_009329669.1	K02406	5.1e-134	446.2	135.0	311.2
GCF_056504695.1	WP_011198198.1	K02556	2.9e-94	314.4	97.97	216.43
GCF_056504695.1	WP_003181091.1	K02557	2.8e-73	245.5	144.87	100.63
GCF_056504695.1	WP_009328508.1	K03407	1.1e-224	746.2	509.2	237.00000000000009
GCF_056504695.1	WP_003181796.1	K03413	2.5e-46	156.7	135.0	21.69999999999999
GCF_056504695.1	WP_003183411.1	K06390	1.4e-130	433.6	217.4	216.2
GCF_056504695.1	WP_003184312.1	K07636	4.3e-124	413.2	327.73	85.46999999999997
GCF_056504695.1	WP_003185730.1	K07692	2.4e-112	372.3	267.17	105.13
GCF_056781025.1	WP_034661461.1	K00004	4.5e-140	464.8	376.97	87.82999999999998
GCF_056781025.1	WP_414051862.1	K00372	1.5999999999999998e-275	914.4	909.57	4.829999999999927
GCF_056781025.1	WP_106036602.1	K01077	7.599999999999999e-107	356.3	67.97	288.33000000000004
GCF_056781025.1	WP_060596374.1	K01915	1.2e-108	362.3	37.7	324.6
GCF_056781025.1	WP_060597674.1	K02013	1.5000000000000001e-117	390.8	226.0	164.8
GCF_056781025.1	WP_414051649.1	K02015	1.2000000000000001e-106	355.3	343.37	11.930000000000009
GCF_056781025.1	WP_414051650.1	K02016	4.4e-67	224.8	157.77	67.03
GCF_056781025.1	WP_066030657.1	K02036	1.6e-138	459.6	268.53	191.07000000000005
GCF_056781025.1	WP_060596681.1	K02037	1.4999999999999999e-96	322.5	260.07	62.43000000000001
GCF_056781025.1	WP_003217489.1	K02038	6.3e-96	320.0	255.13	64.87
GCF_056781025.1	WP_034661310.1	K02040	5.9e-76	254.1	55.67	198.43
GCF_056781025.1	WP_106071560.1	K02406	2.7e-132	440.2	135.0	305.2
GCF_056781025.1	WP_034662877.1	K02556	7.4999999999999995e-93	309.5	97.97	211.53
