Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_036946105.1	Bacillus paranthracis	Contig	current	5566614	69	SAMN32638661	Laboratory contaminant	USA: Oregon		exclude_review	laboratory
GCF_036962245.1	Bacillus pseudomycoides	Scaffold	current	5757670	395	SAMN40001930	rhizoplane	USA: Wisconsin	corn	uncertain	
GCF_036963065.1	Bacillus pseudomycoides	Scaffold	current	4801268	503	SAMN40001955	rhizoplane	USA: Wisconsin	soybean	uncertain	
GCF_036963145.1	Bacillus pseudomycoides	Scaffold	current	5659008	192	SAMN40001943	emissingophyte	USA: Wisconsin	corn	uncertain	
GCF_036963565.1	Bacillus pseudomycoides	Scaffold	current	4742802	1216	SAMN40001949	rhizoplane	USA: Wisconsin	soybean	uncertain	
GCF_036964805.1	Bacillus paranthracis	Contig	current	5406686	43	SAMN40044536	root	Poland: Kozmin Wielkopolski	Carduus nutans L.	non_saline_candidate	
GCF_037120845.1	Bacillus paranthracis	Contig	current	5572647	69	SAMN40211138	water	China: Jinan		uncertain	
GCF_037120975.1	Bacillus paranthracis	Contig	current	5572687	70	SAMN40211143	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037121025.1	Bacillus paranthracis	Contig	current	5572031	73	SAMN40211145	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037121045.1	Bacillus paranthracis	Contig	current	5572038	73	SAMN40211140	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037121065.1	Bacillus paranthracis	Contig	current	5571241	76	SAMN40211142	water	China: Jinan		uncertain	
GCF_037121095.1	Bacillus paranthracis	Contig	current	5572322	69	SAMN40211141	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037121105.1	Bacillus paranthracis	Contig	current	5571990	73	SAMN40211139	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037157755.1	Bacillus paranthracis	Complete Genome	current	5321065	3	SAMN35673567	food	Bulgaria		exclude_review	food
GCF_037199665.1	Bacillus paranthracis	Contig	current	5572735	72	SAMN40211144	missing	China: Jinan	Homo sapiens	uncertain	
GCF_037907305.1	Bacillus paranthracis	Scaffold	current	5571766	154	SAMN32927277	diseased insect	not collected		uncertain	
GCF_037937215.1	Bacillus proteolyticus	Contig	current	6063502	7	SAMN40626903	soil	South Korea: Gyeonggi-do		non_saline_candidate	
GCF_039889105.1	Bacillus paranthracis	Contig	current	5505366	58	SAMN39238173	Cyperus alterifolius	Egypt		uncertain	
GCF_040492325.1	Bacillus pseudomycoides	Contig	current	4972234	625	SAMN40001975	emissingophyte	USA: Wisconsin	soybean	uncertain	
GCF_040538915.1	Bacillus paranthracis	Contig	current	5455188	106	SAMN42158190	soil	USA: Rochester, Rochester Institute of Technology		non_saline_candidate	
GCF_040676575.1	Bacillus proteolyticus	Scaffold	current	5952527	141	SAMN37150043		Switzerland	Zea mays	uncertain	
GCF_040815725.1	Bacillus proteolyticus	Scaffold	current	5959089	159	SAMN37150044		Switzerland	Zea mays	uncertain	
GCF_040829845.1	Bacillus pseudomycoides	Scaffold	current	5622098	108	SAMN42518159	rhizosphere	Canada: Montreal	wheat	non_saline_candidate	
GCF_041020705.1	Bacillus paranthracis	Contig	current	5441496	155	SAMN41863578	food	Italy		exclude_review	food
GCF_041530485.1	Bacillus paranthracis	Contig	current	5440777	74	SAMN41811489	ice cream	Norway		uncertain	
GCF_041530635.1	Bacillus paranthracis	Contig	current	5561665	90	SAMN41811480	ice cream	Norway		uncertain	
GCF_041530875.1	Bacillus paranthracis	Contig	current	5562067	91	SAMN41811468	ice cream	Norway		uncertain	
GCF_041530955.1	Bacillus paranthracis	Contig	current	5140177	35	SAMN41811465	ice cream	Norway		uncertain	
GCF_041531015.1	Bacillus paranthracis	Contig	current	5695859	72	SAMN41811461	ice cream	Norway		uncertain	
GCF_041531035.1	Bacillus paranthracis	Contig	current	5704538	7	SAMN41811459	ice cream	Norway		uncertain	
GCF_041531155.1	Bacillus paranthracis	Contig	current	5295963	51	SAMN41811454	ice cream	Norway		uncertain	
GCF_041531295.1	Bacillus paranthracis	Contig	current	5196774	51	SAMN41811447	ice cream	Norway		uncertain	
GCF_041531375.1	Bacillus paranthracis	Contig	current	5632679	88	SAMN41811443	ice cream	Norway		uncertain	
GCF_041531395.1	Bacillus paranthracis	Contig	current	5192092	44	SAMN41811441	ice cream	Norway		uncertain	
GCF_041531435.1	Bacillus paranthracis	Contig	current	5578221	73	SAMN41811439	ice cream	Norway		uncertain	
GCF_041531475.1	Bacillus paranthracis	Contig	current	5686006	88	SAMN41811440	ice cream	Norway		uncertain	
GCF_042137815.1	Bacillus paranthracis	Contig	current	5349623	54	SAMN43781998	food: Tahina	Switzerland		exclude_review	food
GCF_042137985.1	Bacillus paranthracis	Complete Genome	current	5718555	5	SAMN43220820	macrobrachium rosenbergii	not applicable		uncertain	
GCF_042583685.1	Bacillus paranthracis	Scaffold	current	5501503	53	SAMN43959764	soil	China:Fujian		non_saline_candidate	
GCF_044543005.1	Bacillus paranthracis	Scaffold	current	5740266	74	SAMN43996823		not applicable		uncertain	
GCF_044755945.1	Bacillus paranthracis	Scaffold	current	5600123	71	SAMN43997802		not applicable		uncertain	
GCF_046031335.1	Bacillus paranthracis	Contig	current	5468278	96	SAMN38327476	raw milk	Thailand: Chiang Mai		exclude_review	milk
GCF_046272075.1	Bacillus paranthracis	Complete Genome	current	5633680	5	SAMN41071145	mac and cheese	USA:CT		exclude_review	cheese
GCF_046547015.1	Bacillus paranthracis	Contig	current	5464349	69	SAMN44751558	gut	Bangladesh	Penaeus monodon	uncertain	
GCF_046547055.1	Bacillus paranthracis	Contig	current	5308134	74	SAMN44751562	gut	Bangladesh	Penaeus monodon	uncertain	
GCF_046563855.1	Bacillus paranthracis	Contig	current	5172131	79	SAMN32990825	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046563875.1	Bacillus paranthracis	Contig	current	5224409	108	SAMN32990824	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046564175.1	Bacillus paranthracis	Contig	current	5222120	120	SAMN32990823	milk sample	India: Gujarat	Homo sapiens	exclude_review	milk
GCF_046576265.1	Bacillus paranthracis	Contig	current	5473500	78	SAMN37915804	food	Thailand: Pathumthani		exclude_review	food
GCF_046576305.1	Bacillus paranthracis	Contig	current	5426062	97	SAMN37915807	food	Thailand: Pathumthani		exclude_review	food
GCF_046576325.1	Bacillus paranthracis	Contig	current	5435642	60	SAMN37915806	food	Thailand: Pathumthani		exclude_review	food
GCF_046576385.1	Bacillus paranthracis	Contig	current	5223900	44	SAMN37915802	food	Thailand: Pathumthani		exclude_review	food
GCF_046576445.1	Bacillus paranthracis	Contig	current	5126336	52	SAMN37915803	food	Thailand: Pathumthani		exclude_review	food
GCF_046763985.1	Bacillus paranthracis	Contig	current	5144273	68	SAMN46046895	soil	Pakistan: Lahore		non_saline_candidate	
GCF_047228285.1	Bacillus paranthracis	Contig	current	4850716	551	SAMN46190128	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228295.1	Bacillus paranthracis	Contig	current	5614566	91	SAMN46190130	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228325.1	Bacillus paranthracis	Contig	current	5614777	89	SAMN46190127	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228345.1	Bacillus paranthracis	Contig	current	5614466	91	SAMN46190129	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228365.1	Bacillus paranthracis	Contig	current	4846948	550	SAMN46190126	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228425.1	Bacillus paranthracis	Contig	current	5615449	93	SAMN46190125	food	China:Huzhou	isolation source	exclude_review	food
GCF_047228465.1	Bacillus paranthracis	Contig	current	5608588	86	SAMN46190123	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228475.1	Bacillus paranthracis	Contig	current	5610002	85	SAMN46190124	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228505.1	Bacillus paranthracis	Contig	current	5629981	87	SAMN46190122	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047228525.1	Bacillus paranthracis	Contig	current	5610590	88	SAMN46190121	patient	China:Huzhou	Homo sapiens	exclude_review	patient
GCF_047783325.1	Bacillus pseudomycoides	Scaffold	current	5216294	122	SAMN43273685		USA: Siena College campus, Loudonville, New York		uncertain	
GCF_048053975.1	Bacillus paranthracis	Contig	current	5438742	63	SAMN17370054	Bagworm	Malaysia: UTAR Kampar, Perak		uncertain	
GCF_048054055.1	Bacillus paranthracis	Contig	current	5417036	82	SAMN17525910	leaf	Malaysia: UTAR Kampar, Perak	oil palm	uncertain	
GCF_049257295.1	Bacillus paranthracis	Contig	current	5489151	85	SAMN44426338	soil	Mexico: Yaqui Valley	wheat	non_saline_candidate	
GCF_049942375.1	Bacillus paranthracis	Contig	current	5376867	62	SAMN48074698		India: Andaman and Nicobar islands		uncertain	
GCF_049945275.1	Bacillus paranthracis	Contig	current	5422099	78	SAMN48076646	Meconium	India: Mumbai	Homo sapiens	uncertain	
GCF_050210255.1	Bacillus pseudomycoides	Complete Genome	current	5544785	8	SAMN48134735	Strawberry rhizosphere	Canada: Bouctouche, province of New-Brunswick	Fragaria x ananassa	non_saline_candidate	
GCF_050268925.1	Bacillus proteolyticus	Scaffold	current	5882437	101	SAMN46054368		not applicable		uncertain	
GCF_050275175.1	Bacillus paranthracis	Scaffold	current	5254696	87	SAMN46054031		Taiwan		uncertain	
GCF_050456265.1	Bacillus paranthracis	Scaffold	current	5537120	92	SAMN41009464	Not collected	Not collected		uncertain	
GCF_050456385.1	Bacillus paranthracis	Contig	current	5777363	87	SAMN41009457	not collected	not collected		uncertain	
GCF_050456425.1	Bacillus paranthracis	Scaffold	current	5539582	82	SAMN41009453	Not collected	Not collected		uncertain	
GCF_050457265.1	Bacillus paranthracis	Contig	current	5504052	35	SAMN41009412	sand	Ghana		uncertain	
GCF_050457845.1	Bacillus paranthracis	Scaffold	current	5477071	59	SAMN41009383	soil	India: Orissa Jungle		non_saline_candidate	
GCF_050458585.1	Bacillus pseudomycoides	Scaffold	current	5720288	119	SAMN41009346	intestine	Canada: London, Ontario	tadpole	uncertain	
GCF_050463685.1	Bacillus paranthracis	Scaffold	current	5543965	74	SAMN41009194	Not collected	USA		uncertain	
GCF_050463805.1	Bacillus paranthracis	Scaffold	current	5540397	72	SAMN41009191	Not collected	USA		uncertain	
GCF_050463965.1	Bacillus paranthracis	Scaffold	current	5438131	70	SAMN41009187	Not collected	USA		uncertain	
GCF_050464165.1	Bacillus paranthracis	Scaffold	current	5536939	86	SAMN41009182	Not collected	USA		uncertain	
GCF_050464785.1	Bacillus paranthracis	Scaffold	current	5559282	100	SAMN41009165	Not collected	USA		uncertain	
GCF_050465945.1	Bacillus paranthracis	Scaffold	current	5559802	236	SAMN41009138	Not Collected	Not Collected		uncertain	
GCF_050468865.1	Bacillus paranthracis	Contig	current	5318021	165	SAMN41009942	not collected	not collected		uncertain	
GCF_050469005.1	Bacillus paranthracis	Contig	current	5209023	102	SAMN41009937	not collected	not collected		uncertain	
GCF_050469085.1	Bacillus paranthracis	Contig	current	5196194	225	SAMN41009936	not collected	not collected		uncertain	
GCF_050469345.1	Bacillus paranthracis	Contig	current	5340310	134	SAMN41009929	not collected	not collected		uncertain	
GCF_050469405.1	Bacillus paranthracis	Contig	current	5344981	53	SAMN41009926	not collected	not collected		uncertain	
GCF_050469465.1	Bacillus paranthracis	Contig	current	5323072	53	SAMN41009925	not collected	not collected		uncertain	
GCF_050469485.1	Bacillus paranthracis	Contig	current	5396608	56	SAMN41009924	not collected	not collected		uncertain	
GCF_050469565.1	Bacillus paranthracis	Contig	current	5346662	57	SAMN41009923	not collected	not collected		uncertain	
GCF_050474825.1	Bacillus paranthracis	Contig	current	5457382	76	SAMN41009883	spinal fluid	not collected		uncertain	
GCF_050475465.1	Bacillus paranthracis	Contig	current	5657318	94	SAMN41009851	pasteurized milk	not collected		exclude_review	milk
GCF_050475485.1	Bacillus paranthracis	Contig	current	5405389	83	SAMN41009850	blood culture	not collected		exclude_review	blood
GCF_050476065.1	Bacillus paranthracis	Contig	current	5474091	89	SAMN41009823	not collected	not collected		uncertain	
GCF_050477265.1	Bacillus paranthracis	Contig	current	5536436	149	SAMN41009799	spinal fluid	not collected		uncertain	
GCF_050477725.1	Bacillus paranthracis	Contig	current	5380418	79	SAMN41009776	not collected	not collected		uncertain	
GCF_050477945.1	Bacillus pseudomycoides	Contig	current	5507647	76	SAMN41009765	soil	USA: Oklahoma		non_saline_candidate	
GCF_050478245.1	Bacillus pseudomycoides	Contig	current	5822493	176	SAMN41009749	not collected	not collected		uncertain	
GCF_050478285.1	Bacillus pseudomycoides	Contig	current	5649761	145	SAMN41009747	not collected	not collected		uncertain	
GCF_050478325.1	Bacillus pseudomycoides	Contig	current	5657198	133	SAMN41009746	not collected	not collected		uncertain	
GCF_050478345.1	Bacillus pseudomycoides	Contig	current	5371396	143	SAMN41009745	not collected	not collected		uncertain	
GCF_050478785.1	Bacillus paranthracis	Contig	current	5479269	94	SAMN41009723	not collected	not collected		uncertain	
GCF_050480905.1	Bacillus paranthracis	Contig	current	5233944	59	SAMN41009628	not collected	not collected		uncertain	
GCF_050483525.1	Bacillus paranthracis	Contig	current	5270830	50	SAMN41009927	not collected	not collected		uncertain	
GCF_050563345.1	Bacillus proteolyticus	Contig	current	5991575	175	SAMN48388843	food: frozen berries	Switzerland		exclude_review	food
GCF_050563405.1	Bacillus pretiosus	Contig	current	5696986	71	SAMN48388836	food: frozen berries	Switzerland		exclude_review	food
GCF_050627175.1	Bacillus paranthracis	Contig	current	5495232	82	SAMN43795253	milk	Belgium: Brussels		exclude_review	milk
GCF_050627195.1	Bacillus pretiosus	Contig	current	5357827	45	SAMN43795251	rice	Belgium: Brussels		uncertain	
GCF_050627235.1	Bacillus pretiosus	Contig	current	5316570	36	SAMN43795250	chicken	Belgium: Brussels		uncertain	
GCF_050627255.1	Bacillus paranthracis	Contig	current	5181179	47	SAMN43795248	Scampi	Belgium: Brussels		uncertain	
GCF_050627275.1	Bacillus paranthracis	Contig	current	5455770	78	SAMN43795245	Smoked mackerel with pepper	Belgium: Brussels		uncertain	
GCF_050627295.1	Bacillus paranthracis	Contig	current	5423754	47	SAMN43795246	Baby meal	Belgium: Brussels		uncertain	
GCF_050627335.1	Bacillus paranthracis	Contig	current	5455930	83	SAMN43795244	Chicken yaktori	Belgium: Brussels		uncertain	
GCF_050627415.1	Bacillus paranthracis	Contig	current	5557961	85	SAMN43795241	Baby meal	Belgium: Brussels		uncertain	
GCF_050627455.1	Bacillus paranthracis	Contig	current	5463340	91	SAMN43795239	Quinoa with chicken	Belgium: Brussels		uncertain	
GCF_050627595.1	Bacillus paranthracis	Contig	current	5457994	64	SAMN43795231	rice	Belgium: Brussels		uncertain	
GCF_050627735.1	Bacillus paranthracis	Contig	current	5458919	87	SAMN43795225	Vol-au-vent	Belgium: Brussels		uncertain	
GCF_050627755.1	Bacillus pretiosus	Contig	current	5398579	57	SAMN43795224	rice	Belgium: Brussels		uncertain	
GCF_050627875.1	Bacillus paranthracis	Contig	current	5585051	172	SAMN43795218	chicken	Belgium: Brussels		uncertain	
GCF_050627895.1	Bacillus paranthracis	Contig	current	5433007	64	SAMN43795217	Butter	Belgium: Brussels		uncertain	
GCF_050627935.1	Bacillus paranthracis	Contig	current	5663883	82	SAMN43795215	Bombay alloo	Belgium: Brussels		uncertain	
GCF_050627955.1	Bacillus paranthracis	Contig	current	5653933	83	SAMN43795214	Mater panneer	Belgium: Brussels		uncertain	
GCF_050628075.1	Bacillus pretiosus	Contig	current	5675267	43	SAMN43795208	Cod, mussels, veal meat & vegetables	Belgium: Brussels		uncertain	
GCF_050628125.1	Bacillus paranthracis	Contig	current	5706709	105	SAMN43795206	Pasta salad	Belgium: Brussels		uncertain	
GCF_050628265.1	Bacillus paranthracis	Contig	current	5609162	93	SAMN43795199	Falafel	Belgium: Brussels		uncertain	
GCF_050628305.1	Bacillus paranthracis	Contig	current	5590794	90	SAMN43795197	Chicken with Chinese mushrooms	Belgium: Brussels		uncertain	
GCF_050628365.1	Bacillus paranthracis	Contig	current	5592045	83	SAMN43795194	Chinese dish	Belgium: Brussels		uncertain	
GCF_050628385.1	Bacillus paranthracis	Contig	current	5614317	96	SAMN43795192	Rice with scampi	Belgium: Brussels		uncertain	
GCF_050628405.1	Bacillus paranthracis	Contig	current	5455428	81	SAMN43795191	Pasta bolognese	Belgium: Brussels		uncertain	
GCF_050628425.1	Bacillus paranthracis	Contig	current	5562819	79	SAMN43795193	Pasta bolognese	Belgium: Brussels		uncertain	
GCF_050628525.1	Bacillus pretiosus	Contig	current	5563327	42	SAMN43795186	lasagne	Belgium: Brussels		uncertain	
GCF_050628565.1	Bacillus paranthracis	Contig	current	5586919	75	SAMN43795184	lasagne	Belgium: Brussels		uncertain	
GCF_050628645.1	Bacillus paranthracis	Contig	current	5551414	72	SAMN43795180	Baby meal	Belgium: Brussels		uncertain	
GCF_050628665.1	Bacillus paranthracis	Contig	current	5550789	83	SAMN43795179	Baby meal	Belgium: Brussels		uncertain	
GCF_050628905.1	Bacillus paranthracis	Contig	current	5453926	78	SAMN43795168	Baby meal	Belgium: Brussels		uncertain	
GCF_050628925.1	Bacillus paranthracis	Contig	current	5530363	60	SAMN43795166	fish	Belgium: Brussels		uncertain	
GCF_050628945.1	Bacillus paranthracis	Contig	current	5573223	81	SAMN43795164	Puff pastry with fish	Belgium: Brussels		uncertain	
GCF_050629165.1	Bacillus paranthracis	Contig	current	5465554	78	SAMN43795154	Pasta bolognese	Belgium: Brussels		uncertain	
GCF_050629285.1	Bacillus paranthracis	Contig	current	5675387	118	SAMN43795148	soil	Belgium: Louvain-La-Neuve		non_saline_candidate	
GCF_050629445.1	Bacillus paranthracis	Contig	current	5591788	88	SAMN43795140	Chop choy	Belgium: Louvain-La-Neuve		uncertain	
GCF_050629505.1	Bacillus paranthracis	Contig	current	5498673	71	SAMN43795137	rice	Belgium: Louvain-La-Neuve		uncertain	
GCF_050629525.1	Bacillus paranthracis	Contig	current	5540415	90	SAMN43795136	rice	Belgium: Louvain-La-Neuve		uncertain	
GCF_050629545.1	Bacillus paranthracis	Contig	current	5555389	115	SAMN43795135	milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050629565.1	Bacillus paranthracis	Contig	current	5554783	119	SAMN43795134	milk	Belgium: Louvain-La-Neuve		exclude_review	milk
GCF_050629585.1	Bacillus paranthracis	Contig	current	5668035	97	SAMN43795133	Honey	Belgium: Louvain-La-Neuve		uncertain	
GCF_050629605.1	Bacillus paranthracis	Contig	current	5724576	93	SAMN43795132	Nasi goreng	Belgium: Louvain-La-Neuve		uncertain	
GCF_050629625.1	Bacillus paranthracis	Contig	current	5506117	80	SAMN43795131	rice	Belgium: Louvain-La-Neuve		uncertain	
